date,label,minutes,your_cost_eur,ai_cost_eur,total_eur,tokens_in,tokens_out,description
2026-01-21,development,113,56.50,53.15,109.65,365382,406210,"Sito completo + logo SVG + nuvolette + articoli canone concordato 6 città"
